區域,里別,日期,星期,集合時間,集合地點,緯度,經度,鎖匠,警員,刑警,噴工數,支援人力
南區,新興里A,11月07日,六,08:15,台南市南區三官路,22.9788784,120.1938121,2,1,1,9,20
南區,再興里,11月07日,六,08:15,台南市南區金華路二段,22.9810279,120.1916004,4,3,1,19,42
南區,南華里,11月07日,六,08:15,台南市南區中華南路二段302巷,22.9623495,120.1871376,3,2,1,8,20
南區,大忠里,11月07日,六,08:15,台南市南區大同路620巷,22.988316,120.2119239,2,1,1,8,18
安南區,佃西里,11月07日,六,08:15,台南市安南區海佃路四段,23.0635196,120.1754856,1,1,1,5,14
安南區,原佃里,11月07日,六,08:15,台南市安南區本原街一段,23.0511889,120.198296,1,1,1,5,14
安南區,理想里,11月07日,六,08:15,台南市安南區大安街461巷,23.0386632,120.1922347,1,1,1,9,20
七股區,大埕里,11月07日,六,08:15,台南市七股區大埕里,23.1453614,120.144496,1,1,1,8,4
關廟區,香洋里A,11月07日,六,08:15,台南市關廟區香洋里大富街343巷,22.9516215,120.3276671,1,1,1,10,20
關廟區,香洋里B,11月07日,六,08:15,台南市關廟區香洋里中央路,22.9597684,120.3316634,1,1,1,7,14
歸仁區,新厝里,11月07日,六,08:15,台南市歸仁區中正南路一段85巷,22.9642262,120.2941258,1,1,1,4,8
歸仁區,新厝里,11月07日,六,08:15,台南市歸仁區中正三街46巷,22.9648568,120.2952186,1,1,1,5,10
東區,復興里,11月07日,六,13:30,台南市東區富農街一段188巷,22.9819989,120.236628,2,1,1,11,26
東區,裕農里,11月07日,六,13:30,台南市東區裕農路,22.987755,120.230394,2,1,1,12,32
東區,大學里,11月07日,六,13:30,台南市東區大學路18巷,22.9944782,120.2207581,1,0,1,6,16
東區,和平里,11月07日,六,13:30,台南市東區自由路二段,22.9741788,120.2373892,1,0,1,5,14
東區,富裕里,11月07日,六,13:30,台南市東區裕農路288巷,22.9851783,120.2281533,3,2,1,18,42
北區,開元里,11月07日,六,13:30,台南市北區北園街87巷,23.0148563,120.2212427,1,1,1,4,14
南區,佛壇里,11月07日,六,13:30,台南市南區灣裡路,22.921496,120.1835869,2,1,1,13,30
南區,新興里B,11月07日,六,13:30,台南市南區夏林路,22.980427,120.1948027,3,2,1,11,30
南區,明亮里,11月07日,六,13:30,台南市南區新都路,22.967162,120.1947184,1,1,1,7,16
南區,大成里,11月07日,六,13:30,台南市南區新興東路,22.9784032,120.1949285,2,1,1,8,18
安南區,海佃里,11月07日,六,13:30,台南市安南區國安街56巷,23.0254315,120.1896059,1,1,1,9,22
安南區,溪北里,11月07日,六,13:30,台南市安南區安和路一段,23.026447,120.215004,1,1,1,8,20
七股區,大埕里,11月07日,六,13:30,台南市七股區大埕里,23.1453614,120.144496,1,1,1,8,4
歸仁區,歸仁里,11月07日,六,13:30,台南市歸仁區大通路,22.9677211,120.2956518,1,1,1,4,8
歸仁區,歸仁里,11月07日,六,13:30,台南市歸仁區大通一街,22.9689887,120.2970067,1,1,1,5,10
東區,崇誨里、新東里,11月08日,日,08:15,台南市東區衛國街114巷28號(衛國里活動中心),22.9865063,120.2249474,10,9,1,32,86
東區,崇誨里、新東里,11月08日,日,08:15,台南市東區衛國街114巷28號(衛國里活動中心),22.989711,120.2256687,,,,↑,
東區,大學里,11月08日,日,08:15,台南市東區大學路1號(成功大學)勝利校區-勝六舍前面,22.9963981,120.2209801,0,0,0,3,12
北區,賢北里,11月08日,日,08:15,台南市北區賢北里活動中心(賢北街108號),23.006719,120.1813004,2,1,1,12,34
北區,實踐里、永祥里,11月08日,日,08:15,永祥公園(台南市北區實踐街98號對面),23.0136734,120.2170126,1,1,1,9,24
北區,勝安里,11月08日,日,08:15,勝安里活動中心(台南市北區開元路73巷21號),23.0074816,120.217734,2,2,1,7,20
北區,國姓里,11月08日,日,08:15,台南市北區公園路407號前,23.0076926,120.2087167,1,1,1,1,6
中西區,建國里、福安里,11月08日,日,08:15,台南市中西區友愛街117號,22.993395,120.2000596,2,1,1,23,62
友愛市場後方,,,,,,,,,,,,
安平區,華平里,11月08日,日,08:15,台南市安平區育平九街142巷140號旁空地,22.9948005,120.1740847,1,1,0,2,5
永康區,六合里,11月08日,日,08:15,台南市永康區中華二路340巷20號警衛室旁停車場,23.0112118,120.2303571,1,1,1,10,26
永康區,鹽行里,11月08日,日,08:15,台南市永康區中正路852號旁巷口(八方雲集旁),23.040975,120.236648,1,1,1,6,18
永康區,埔園里,11月08日,日,08:15,台南市永康區龍中街651巷16號門口,23.0341644,120.2584844,1,1,1,6,18
玉井區,望明里,11月08日,日,08:15,台南市玉井區望明里108-1號,23.1035437,120.4444046,1,1,1,4,8
玉井區,中正里,11月08日,日,08:15,台南市玉井區大成路471巷6號,23.1448237,120.464566,1,1,1,3,6
東區,和平里,11月08日,日,13:30,台南市東區仁和路95號,22.9745842,120.2354061,1,0,1,5,16
東區,崇成里,11月08日,日,13:30,台南市東區崇德路659之14號旁邊空地,22.9712457,120.2289146,1,0,1,7,20
東區,東明里,11月08日,日,13:30,台南市東區東寧路201巷51號旁邊空地,22.9916823,120.227472,1,0,1,8,22
北區,成德里,11月08日,日,13:30,台南市北區西門路四段171巷20弄17-1號旁巷口,23.0134491,120.2036668,1,1,1,7,20
北區,中樓里,11月08日,日,13:30,台南市北區東豐路166號,23.0034966,120.2159306,1,1,1,7,20
北區,大港里,11月08日,日,13:30,台南市北區大興街226巷50號,23.0104452,120.1827435,2,1,1,16,42
中西區,建國里,11月08日,日,13:30,台南市中西區中正路88號彰化銀行,22.993395,120.2000596,3,2,1,23,62
永康區,二王里A,11月08日,日,13:30,台南市永康區永二街395號(二王廟),23.0177985,120.2469457,1,1,1,3,12
永康區,二王里B,11月08日,日,13:30,台南市永康區忠孝路450巷18號,23.0177985,120.2469457,1,1,1,9,24
永康區,尚頂里,11月08日,日,13:30,台南市永康區南台街54巷18弄2號,23.0263645,120.225308,1,1,1,6,18
仁德區,仁義里,11月08日,日,13:30,台南市仁德區仁義三街16號前,22.9695788,120.2656955,2,1,1,14,28
仁德區,二行里,11月08日,日,13:30,清王宮前(台南市仁德區二行一路及行大街交叉口),22.9212251,120.2209801,1,1,1,4,8
玉井區,玉井里,11月08日,日,13:30,台南市玉井區中正路27號,23.1256423,120.4602459,1,1,1,9,18
新化區,協興里,11月08日,日,13:30,台南市新化區忠孝路271號,23.0390927,120.2988617,1,1,1,3,0
東區,成大里,11月09日,一,08:15,育樂街(全家便利商店旁斜坡),23.0350411,120.269248,8,7,1,33,84
東區,東明里,11月09日,一,08:15,東興路(大使海鮮餐廳門口),24.8191098,121.0307241,1,0,1,6,16
東區,龍山里,11月09日,一,08:15,府東街(大樓前),22.9858548,120.230592,1,0,1,5,14
東區,自強里,11月09日,一,08:15,東門路三段(大樓前),22.980983,120.1987774,1,0,1,4,12
北區,安民里,11月09日,一,08:15,海安路三段,23.001168,120.1987774,1,1,1,4,12
南區,府南里,11月09日,一,08:15,永成路三段416巷,22.968989,120.195708,3,3,1,16,4
南區,南華里,11月09日,一,08:15,金華路二段再興里活動中心,22.9810279,120.1916004,2,2,1,11,2
永康區,大橋里,11月09日,一,08:15,大橋一街103巷62弄,23.0188826,120.2287659,2,2,,7,12
永康區,中華里,11月09日,一,08:15,忠義街60巷(良美町),23.0003027,120.2363715,1,1,,4,10
永康區,北灣里,11月09日,一,08:15,大同街413巷18弄,23.0159218,120.2642002,1,1,,7,18
安南區,新順里,11月09日,一,08:15,安豐六街對面公 園,23.0436829,120.2195374,1,1,1,5,14
安平區,港仔里、海頭里,11月09日,一,08:15,安平路794號旁天后宮廟埕,22.999187,120.1643428,1,0,1,4,9
安平區,華平里,11月09日,一,08:15,健康二街419巷35弄旁空地,22.9948005,120.1740847,1,1,0,4,30
歸仁區,許厝里,11月09日,一,08:15,仁愛八街8號旁空地,22.9658238,120.2995826,1,1,1,5,8
東區,崇善里,11月09日,一,13:30,崇善十街14號旁空地,22.9736282,120.2303571,2,1,1,16,38
東區,忠孝里,11月09日,一,13:30,中華東路三段380巷45弄(文化商城門口),22.9773869,120.218816,2,1,1,14,36
東區,小東里,11月09日,一,13:30,小東路254巷24號對面公園,22.9970514,120.227472,4,3,1,18,60
中西區,公正里,11月09日,一,13:30,中山路86號前,22.9939658,120.2101595,1,1,0,8,1
北區,永祥里,11月09日,一,13:30, 大武街502巷1號旁草地,23.0160134,120.2202587,1,1,1,4,14
北區,實踐里,11月09日,一,13:30, 長榮路五段276巷18號前廣場,23.0136734,120.2170126,2,1,1,9,22
南區,同安里A,11月09日,一,13:30,明興路1231巷口,22.9224836,120.1892373,3,3,1,12,2
南區,同安里B,11月09日,一,13:30,明興路,22.9224836,120.1892373,1,1,1,6,2
南區,喜南里,11月09日,一,13:30,喜樹路181號喜樹聯合活動中心,22.9383204,120.1776926,2,2,1,9,2
永康區,建國里,11月09日,一,13:30,建國里活動中心(復興路1巷3弄23號),22.9978842,120.2491093,2,2,,9,22
永康區,崑山里,11月09日,一,13:30,崑山里活動中心(國光五街9巷11號),22.9988384,120.2541575,1,1,,5,14
安南區,安東里,11月09日,一,13:30,安和路一段220巷,23.0372738,120.2180947,1,1,1,5,14
新化區,協興里,11月09日,一,13:30,中正路374號(第一銀行),23.0390927,120.2988617,1,1,1,8,0
關廟區,關廟里,11月09日,一,13:30,關廟里民生街121號旁(玄武殿廣場),22.9574746,120.3233704,1,1,1,8,16
歸仁區,許厝里,11月09日,一,13:30,中山路一段481號旁空地,22.9658238,120.2995826,1,1,1,2,4
歸仁區,歸仁里,11月09日,一,13:30,信義北路96巷7號前,22.9669072,120.3103958,1,1,1,5,8
東區,大智里,11月10日,二,08:15,台南市東區文東街122號旁空地,22.962286,120.2332423,5,2,3,28,68
東區,大學里,11月10日,二,08:15,台南市東區長榮路三段48號(自在軒)旁邊公園,22.9963981,120.2209801,3,1,2,9,22
東區,文聖里,11月10日,二,08:15,台南市東區裕興街6號旁空地,22.9840282,120.2447821,1,0,1,5,14
中西區,西賢里,11月10日,二,08:15,台南市中西區民權路四段470號西賢里活動中心,23.0039814,120.1719199,1,1,1,8,20
北區,新勝里,11月10日,二,08:15,台南市北區長榮路五段213號旁空地,23.0094105,120.2213407,1,1,1,10,24
南區,日新里,11月10日,二,08:15,台南市南區利南街136號日新里活動中心,22.974026,120.1899588,1,1,1,5,2
南區,再興里,11月10日,二,08:15,台南市南區金華路二段236號再興里活動中心,22.9801358,120.1928448,6,5,1,29,6
永康區,復華里,11月10日,二,08:15,台南市永康區國華街102巷110號永信派出所,23.0103511,120.2440609,1,1,,7,18
永康區,龍潭里,11月10日,二,08:15,台南市永康區永平街298巷底,23.0286236,120.2656955,1,1,,6,16
安南區,頂安里,11月10日,二,08:15,台南市安南區北安路二段480號7-11,23.0394768,120.2043882,1,1,1,4,14
安南區,長安里,11月10日,二,08:15,台南市安南區長溪路三段405巷40弄249號對面公園,23.0646352,120.1964522,1,1,1,6,18
新化區,東榮里,11月10日,二,08:15,台南市新化區中興路,23.0325916,120.3233704,1,1,1,2,0
東區,富強里,11月10日,二,13:30,台南市東區裕農路446巷88號富強里活動中心,22.9867487,120.2317997,4,2,2,22,50
東區,崇學里,11月10日,二,13:30,台南市東區崇德路260號旁崇學公園,22.9778231,120.2231441,1,0,1,5,14
東區,莊敬里,11月10日,二,13:30,台南市東區莊敬路118號華斌金龍花園,22.9966645,120.232521,2,1,1,8,20
中西區,文賢里,11月10日,二,13:30,台南市中西區西和路289號旁小康市場,23.003892,120.1932056,2,1,1,26,64
北區,小康里,11月10日,二,13:30,台南市北區公園路1092巷,23.0152758,120.2173733,1,1,1,4,14
北區,興北里,11月10日,二,13:30,台南市北區公園路634巷75號興北里活動中心,23.0057457,120.2116023,2,2,1,9,22
北區,文元里,11月10日,二,13:30,台南市北區文賢二街392號前,23.0146579,120.1978952,1,1,1,7,18
南區,再興里,11月10日,二,13:30,台南市南區金華路二段236號再興里活動中心,22.9801358,120.1928448,3,2,1,13,2
南區,光明里,11月10日,二,13:30,台南市南區利南街136號日新里活動中心,22.971944,120.1870727,4,3,1,21,4
安南區,新順里,11月10日,二,13:30,台南市安南區安和路二段318巷,23.0436829,120.2195374,1,1,1,5,16
安平區,平安里,11月10日,二,13:30,台南市安平區安平路,22.9991307,120.1726415,1,1,0,4,10
東區,大福里,11月11日,三,08:15,台南市東區立德七路對面大福公園,22.9739636,120.2159306,3,2,1,15,38
東區,後甲里,11月11日,三,08:15,台南市東區建東街聖達中醫診所旁,22.9927707,120.2382911,3,2,1,17,40
東區,虎尾里,11月11日,三,08:15,台南市東區東成街太子普安宮,22.9791309,120.2361273,2,1,1,12,32
南區,光明里、開南里,11月11日,三,08:15,台南市南區新建路29巷口,22.971944,120.1870727,3,2,1,10,2
南區,光明里,11月11日,三,08:15,台南市南區新興路533巷口,22.971944,120.1870727,2,1,1,7,2
南區,金華里A,11月11日,三,08:15,金華里活動中心(台南市南區慶南街201號),22.9796984,120.1885158,4,3,1,15,4
南區,新興里,11月11日,三,08:15,台南市南區夏林路(第一銀行),22.9799434,120.19537,2,1,1,8,2
永康區,六合里,11月11日,三,08:15,台南市永康區中華路,23.0112118,120.2303571,1,1,1,4,12
永康區,尚頂里,11月11日,三,08:15,台南市永康區中華路大樓管理室,23.0263645,120.225308,1,1,1,5,14
永康區,永康里,11月11日,三,08:15,台南市永康區永大路二段邰欣地堡接待會館,23.0234285,120.2584844,1,1,1,2,4
安平區,港仔里,11月11日,三,08:15,台南市安平區安平路75巷18弄靈濟殿前,22.999187,120.1643428,1,0,1,6,12
東區,仁和里,11月11日,三,13:30,台南市東區仁和路111巷旁停車場,22.9701464,120.2357667,2,1,1,14,36
東區,東明里,11月11日,三,13:30,台南市東區東安路上海好味道小籠湯包後空地,22.9916823,120.227472,1,0,1,7,18
東區,新東里,11月11日,三,13:30,台南市東區衛國街114巷衛國里活動中心,22.9865063,120.2249474,5,4,1,27,66
南區,金華里B,11月11日,三,13:30,金華里活動中心(台南市南區慶南街),22.9796984,120.1885158,2,1,1,12,4
南區,新生里,11月11日,三,13:30,台南市南區大同路二段186巷5弄旁迴廊,22.9775543,120.2116023,3,2,1,9,2
南區,田寮里,11月11日,三,13:30,綠園(台南市南區西門路ㄧ段279巷底),22.976847,120.1957308,5,4,1,19,4
永康區,建國里,11月11日,三,13:30,台南市永康區復興路,22.9978842,120.2491093,1,1,1,4,10
永康區,鹽行里,11月11日,三,13:30,台南市永康區正南五街327巷,23.040975,120.236648,2,2,1,5,14
安平區,文平里,11月11日,三,13:30,台南市安平區建平六街90巷11弄前中庭門口,22.9860574,120.1805789,1,0,1,6,12
東區,東門里,11月12日,四,08:15,台南市東區勝利路(光華高中),24.8035412,120.9679136,1,0,1,7,18
東區,東明里,11月12日,四,13:30,台南市東區東安路96號(東安復健診所),22.9916823,120.227472,2,1,1,9,22
南區,田寮里,11月12日,四,13:30,台南市南區西門路ㄧ段223巷與大成路二段42巷交叉口逢甲市場,22.976847,120.1957308,3,2,1,13,4
北區,大港里,11月12日,四,13:30,台南市北區中華北路一段362巷3弄旁空地,23.0104452,120.1827435,3,2,1,11,26
北區,三德里,11月12日,四,13:30,鴨母寮市場前面(台南市北區成功路),23.000133,120.2047489,1,1,1,4,10
北區,振興里,11月12日,四,13:30,台南市北區長榮路4段91巷,23.0063146,120.2217014,1,1,1,4,10
善化區,光文里,11月12日,四,08:15,台南市善化區成功路266巷,23.1340393,120.3003035,1,1,0,6,0
關廟區,山西里、北勢里,11月12日,四,13:30,台南市關廟區北安三街,22.9671673,120.3219289,1,1,1,7,12
玉井區,玉井里,11月12日,四,08:15,台南市玉井區中正路,23.1256423,120.4602459,1,1,1,2,2
玉井區,竹圍里、玉田里,11月12日,四,08:15,台南市玉井區中正路,23.1337231,120.478965,1,1,1,10,18
歸仁區,新厝里,11月12日,四,08:15,台南市歸仁區和平南街與公園路交叉口,22.9619703,120.2923733,1,1,0,5,8
永康區,龍潭里A,11月12日,四,08:15,台南市永康區永明街330號陽光綠第,23.0286236,120.2656955,1,1,,2,3
永康區,龍潭里B,11月12日,四,08:15,台南市永康區中山北路164巷82號大樓,23.0286236,120.2656955,1,1,,1,3
永康區,永康里,11月12日,四,08:15,台南市永康區永平街45巷6號(五聖壇),23.0234285,120.2584844,1,1,,1,4
永康區,西勢里,11月12日,四,08:15,台南市永康區富強路一段216巷口,23.0154649,120.2772325,1,1,,4,18
永康區,三合里,11月12日,四,13:30,台南市永康區南工街323巷1號旁,23.010739,120.2390123,1,1,,7,18
安南區,東和里,11月12日,四,08:15,台南市安南區長和路一段1巷200號,23.0615247,120.2368486,0,0,0,3,4
安南區,梅花里,11月12日,四,08:15,台南市安南區安中路一段701巷35號對面梅花公園,23.038824,120.1978952,2,2,1,21,44
安南區,原佃里,11月12日,四,13:30,台南市安南區怡安路二段102號(怡安果菜市場)辦公大樓,23.0538947,120.1964522,1,1,1,11,26
東區,德高里,11月13日,五,08:15,台南市東區崇善路855號崇善自助餐,22.9665308,120.2354061,1,0,1,5,14
仁德區,成功里,11月13日,五,08:15,台南市仁德區保華路2巷22號旁路口,22.9404559,120.225308,1,1,1,7,14
中西區,民主里,11月13日,五,08:15,台南市中西區保安路132號,22.9923288,120.1939271,1,1,,2,0
北區,元寶里,11月13日,五,08:15,台南市北區開元路483號前空地,23.0114904,120.224226,1,1,1,6,16
北區,成德里,11月13日,五,08:15,台南市北區文成路193號聖武宮,23.0134491,120.2036668,1,1,1,4,12
南區,光明里,11月13日,五,08:15,台南市南區新建路25巷口,22.971944,120.1870727,5,5,1,17,40
永康區,六合里,11月13日,五,08:15,台南市永康區六合路46號,23.0112118,120.2303571,2,1,1,11,26
安南區,溪墘里,11月13日,五,08:15,台南市安南區海佃路一段270巷52號旁空地樺谷夜市,23.0244424,120.1928448,1,1,1,9,22
安南區,海西里,11月13日,五,08:15,台南市安南區海中街121巷44號旁空地,23.0306699,120.1791357,1,1,1,7,16
安平區,文平里,11月13日,五,08:15,台南市安平區永華二街59巷39號對面,22.9860574,120.1805789,1,0,1,5,9
新化區,東榮里,11月13日,五,08:15,台南市新化區東榮里中興路691號前空地面,23.0325916,120.3233704,1,1,1,12,19
東區,虎尾里、復興里,11月13日,五,13:30,台南市東區富農街一段188巷10弄7號虎尾里活動中心,22.9791309,120.2361273,1,0,1,4,12
東區,泉南里A,11月13日,五,13:30,台南市東區慶東街57號集合,22.9847029,120.2159306,1,0,1,3,10
東區,泉南里B,11月13日,五,13:30,台南市東區府東街228號旁停車場,22.9847029,120.2159306,1,0,1,8,20
北區,和順里,11月13日,五,13:30,台南市北區民德路58巷11弄15號旁空地,23.0051759,120.2015025,1,1,1,10,24
南區,明興里,11月13日,五,13:30,台南市南區金華路ㄧ段30巷口,22.9629831,120.1914018,2,2,1,9,2
永康區,王行里,11月13日,五,13:30,台南市永康區王行路1004號前空地,23.042301,120.2772325,1,1,,3,6
永康區,甲頂里,11月13日,五,13:30,台南市永康區中正南路52巷13弄8號旁空地,23.0217702,120.2152092,1,1,,3,6
永康區,北灣里,11月13日,五,13:30,台南市永康區大灣路119巷73號旁空地,23.012954,120.270022,1,1,,3,7
安南區,鳳凰里,11月13日,五,13:30,台南市安南區安中路一段562號,23.038824,120.1978952,1,1,1,8,18
安南區,梅花里、鳳凰里、海東里,11月13日,五,13:30,台南市安南區安中路一段882號鮮自然飲料店,23.0436829,120.2195374,1,1,1,9,20
安南區,新順里、安慶里,11月13日,五,13:30,台南市安南區怡安路一段87號,23.0417267,120.2000596,1,1,1,6,16
歸仁區,崙頂里,11月13日,五,13:30,台南市歸仁區崙頂一街77號,22.9571231,120.2930943,1,1,1,7,20
歸仁區,許厝里,11月13日,五,13:30,台南市歸仁區中山路一段434巷5號對面空地,22.9658238,120.2995826,1,1,1,3,12
歸仁區,歸仁里,11月13日,五,13:30,台南市歸仁區大通路與中正北路一段交叉口美學館後方停車場,22.9669072,120.3103958,1,1,1,3,12
新化區,知義里,11月13日,五,13:30,台南市新化區中興路417號,23.0194325,120.3349024,1,1,1,7,10
南區,再興里,11月14日,六,08:15,台南市南區金華路二段,22.9816175,120.1914653,3,3,1,12,30
永康區,六合里A,11月14日,六,08:15,台南市永康區中華路459巷,23.0106603,120.2320788,1,1,1,4,12
永康區,六合里B,11月14日,六,08:15,台南市永康區中山南路104巷,23.0127614,120.2292452,2,2,1,5,14
永康區,安康里,11月14日,六,08:15,台南市永康區中華西街,23.0150779,120.2262742,1,1,1,4,12
永康區,二王里,11月14日,六,08:15,台南市永康區南工街214巷32弄,23.0144049,120.2398048,1,1,1,4,12
安南區,海南里,11月14日,六,08:15,台南市安南區府安路七段,23.0074371,120.1698421,1,1,1,14,32
東區,東光里,11月14日,六,08:15,台南市東區凱旋路,22.9932248,120.2292429,1,0,1,5,14
南區,喜北里,11月14日,六,13:30,台南市南區喜樹路,22.9428855,120.1797649,1,1,1,7,16
永康區,鹽洲里,11月14日,六,13:30,台南市永康區鹽洲一街11巷,23.0415313,120.2344378,2,2,1,10,24
永康區,正強里A,11月14日,六,13:30,台南市永康區四維街,23.0342125,120.2519655,1,1,1,3,12
永康區,正強里B,11月14日,六,13:30,台南市永康區正強街330巷,23.0337728,120.2513119,,,,1,
安南區,新順里,11月14日,六,13:30,台南市安南區安和路三段54巷,23.0445064,120.2184734,1,1,1,32,70
中西區,銀同里、萬昌里,11月15日,日,08:15,台南市中西區城隍街,22.9901115,120.2083291,4,3,1,30,66
北區,勝安里,11月15日,日,08:15,台南市北區開元路,23.0076565,120.2204428,1,1,1,7,18
北區,成德里,11月15日,日,08:15,台南市北區北安路一段,23.0181251,120.2077621,1,1,1,3,10
仁德區,成功里,11月15日,日,08:15,台南市仁德區成功二街31巷,22.9564532,120.2288104,2,1,1,14,30
仁德區,新田里,11月15日,日,08:15,台南市仁德區民安路二段,22.9525522,120.2533979,1,1,1,7,14
安定區,安定里、管寮里、港尾里,11月15日,日,08:15,台南市安定區安定,23.1209313,120.2492634,1,3,1,11,12
玉井區,玉井里、玉田里,11月15日,日,08:15,台南市玉井區中正路,23.1781836,120.4838933,1,1,1,7,12
中西區,銀同里,11月15日,日,13:30,台南市中西開山路,22.9922404,120.2055998,4,3,1,30,66
仁德區,仁愛里,11月15日,日,13:30,台南市仁德區大同路三段,22.9593283,120.2170515,3,1,1,15,32
仁德區,三甲里,11月15日,日,13:30,台南市仁德區三甲子,22.9401228,120.2397336,1,1,1,6,12
安定區,港南里、六嘉里,11月15日,日,13:30,台南市安定區安定,23.1209313,120.2492634,1,2,1,11,12
玉井區,玉井里、玉田里,11月15日,日,13:30,台南市玉井區中正路,23.1781836,120.4838933,1,1,1,7,12
善化區,六德里,11月15日,日,13:30,台南市善化區六分寮333,23.1526609,120.300011,1,1,0,6,4
東區,虎尾里、自強里,11月16日,一,08:15,台南市東區東成街,22.97973,120.233947,1,0,1,6,16
東區,東門里,11月16日,一,08:15,台南市東區東門路一段,22.9883399,120.2139661,0,0,0,4,12
北區,仁愛里,11月16日,一,08:15,台南市北區東豐路227巷,23.0039328,120.2205538,70,5,1,33,76
北區,三德里,11月16日,一,08:15,台南市北區裕民街84巷,23.0002212,120.2053586,1,1,1,5,11
南區,日新里,11月16日,一,08:15,台南市南區新興路,22.9755921,120.1914431,4,3,1,16,38
安南區,海佃里,11月16日,一,08:15,台南市安南區國安街56巷,23.0239204,120.1898593,1,1,1,24,52
安平區,育平里,11月16日,一,08:15,台南市安平區郡平路,22.9890018,120.1675709,1,0,1,3,4
安平區,平通里,11月16日,一,08:15,台南市安平區慶平路,22.9976456,120.1669709,1,0,1,6,10
東區,南聖里,11月16日,一,13:30,台南市東區裕和五街,22.989317,120.2471473,1,0,1,4,12
東區,崇學里,11月16日,一,13:30,台南市東區崇明十二街,22.975368,120.2236762,1,0,1,7,18
北區,中樓里,11月16日,一,13:30,台南市北區東豐路,23.0036482,120.2184348,3,3,1,16,34
北區,國興里,11月16日,一,13:30,台南市北區南園街101巷,23.0081477,120.2258834,1,1,1,9,22
南區,大恩里,11月16日,一,13:30,台南市南區國民路165巷,22.966502,120.2116106,3,3,1,16,4
永康區,安康里,11月16日,一,13:30,台南市永康區中華路661巷,23.0143505,120.2276311,3,2,1,17,42
安南區,佃西里,11月16日,一,13:30,台南市安南區海佃路四段388巷,23.0646459,120.1763528,1,1,1,4,10
安南區,東和里,11月16日,一,13:30,台南市安南區館前一路,23.0567271,120.2309609,1,1,1,4,8
東區,裕農里,11月17日,二,08:15,台南市東區東寧路,22.988481,120.231776,1,0,1,4,12
南區,日新里,11月17日,二,08:15,台南市南區新興路與利南街,22.9755921,120.1914431,5,4,1,20,44
安南區,安慶里,11月17日,二,08:15,台南市安南區安中路一段189巷,23.0338139,120.2075656,1,1,1,15,32
大內區,石湖里,11月17日,二,08:15,台南市大內區大內里,23.118461,120.362049,0,0,0,8,0
東區,小東里,11月17日,二,13:30,台南市東區東和路,22.9983756,120.2258961,1,1,1,8,20
南區,大恩里,11月17日,二,13:30,台南市南區大同路二段750巷,22.9764702,120.2139251,2,1,1,13,2
南區,喜南里,11月17日,二,13:30,台南市南區喜樹路340巷,22.9401573,120.1760633,1,1,1,6,2
安南區,安富里,11月17日,二,13:30,台南市安南區海佃路一段158巷,23.0248828,120.1965714,1,1,1,5,14
安南區,海南里,11月17日,二,13:30,台南市安南區府安路六段103巷,23.0201117,120.1870809,1,1,1,10,24
新化區,大坑里,11月17日,二,13:30,台南市新化區大坑尾,23.012628,120.385707,1,0,1,2,0
新化區,知義里,11月17日,二,13:30,台南市新化區口埤,23.0254077,120.3502486,0,0,1,2,0
東區,大智里,11月18日,三,08:15,台南市東區德東街,22.972858,120.226669,2,1,1,11,26
東區,崇德里,11月18日,三,08:15,台南市東區崇德路550巷,23.0073816,120.2241183,1,0,1,6,18
北區,華興里、國興里,11月18日,三,08:15,台南市北區林森路三段,22.9616224,120.2306448,5,5,1,31,72
安平區,育平里,11月18日,三,08:15,台南市安平區郡平路,22.9892969,120.167528,1,1,0,2,4
安平區,文平里,11月18日,三,08:15,台南市安平區建平七街,22.9880476,120.1847943,1,0,1,5,12
仁德區,大甲里,11月18日,三,08:15,台南市仁德區行大一街,22.9142231,120.2188725,2,1,1,16,28
永康區,中興里,11月18日,三,08:15,台南市永康區中華路286巷,23.0075832,120.2368721,1,1,1,9,22
東區,虎尾里,11月18日,三,13:30,台南市東區東門路三段179巷,22.9777738,120.2351301,1,0,1,10,24
東區,裕聖里,11月18日,三,13:30,台南市東區裕忠路,22.9810599,120.2418691,1,0,1,9,22
北區,玉皇里,11月18日,三,13:30,台南市北區北忠街,23.0004654,120.2064387,1,1,1,5,14
安平區,海頭里,11月18日,三,13:30,台南市安平區安北路121巷,23.0019187,120.164209,1,0,1,9,20
善化區,文昌里,11月18日,三,13:30,台南市善化區自由路,23.1306431,120.2907026,2,2,0,11,13
永康區,崑山里,11月18日,三,13:30,台南市永康區崑大路155巷,22.9966887,120.254712,2,1,1,10,24
東區,圍下里,11月19日,四,08:15,台南市東區育樂街,22.9920921,120.2143722,1,1,0,6,18
北區,興南里,11月19日,四,08:15,台南市北區小北路,23.0061542,120.2063993,2,2,1,13,36
安南區,海東里,11月19日,四,08:15,台南市安南區同安路347巷,23.0434943,120.1921292,1,1,1,7,18
安南區,安富里、溪墘里,11月19日,四,08:15,台南市安南區安寧街91巷,23.023379,120.1935022,1,1,1,7,18
歸仁區,八甲里,11月19日,四,08:15,台南市歸仁區大光一街,22.9755075,120.2962474,1,1,1,6,12
玉井區,玉田里,11月19日,四,08:15,台南市玉井區玉安街,23.1284051,120.464283,1,1,1,8,16
永康區,王行里,11月19日,四,08:15,台南市永康區王行路,23.052818,120.272068,1,1,1,6,18
永康區,西勢里,11月19日,四,08:15,台南市永康區西勢路158巷,23.0210157,120.2774542,1,1,1,5,16
